Date,Week,Month,Year,Lines,Models,DefectsDescription,InspectedQty,DefectsDescriptionqty,DefectStatus,Check
8/1/2024,31,August,2024,A05,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,The receiver net deformed and dropped the paint,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Camera blur/fuzziness,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,phone screen Display abnormal,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Battery cover scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Camera particle,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Camera particle,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6528,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Mi housing off paint,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,PS fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,phone screen Display abnormal,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Vibration fail/continuous,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,TP failure,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,PS fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,sound ofbothsidesofearphonenot same,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Back camera has lines,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Material code change,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Material code change,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,X6525,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Battery cover gap too large,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Side key fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Side key fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Side key fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,MESHttp_Get_WorkOrderData,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,The front camera has a bad white spot,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Camera particle,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,decorate shell scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Battery cover gap too large,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Material code change,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,The phone is not turned on,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Material code change,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A07,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,MESHttp_Get_WorkOrderData,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,The back camera has a bad white spot,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,A663LC,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6837,PS fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,card Slot defect/with foreign body,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,TP gap,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Power not on/auto restart,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Battery cover gap too large,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A14,BG6,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A14,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A14,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A02,BG7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Material code change,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A14,BG6,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Side key fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,A663LC,"front camer auneven screen,black screen,black shadow",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,BG6,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,receiver small /Noise,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Side key fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,NFC card identification test,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A06,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A08,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,CL6,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A01,A665L,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6837,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6837,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,X6528,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,TP gap,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A10,X6837,PS fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Camera not working,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A12,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A05,BG6,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A09,BG6,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,NFC card identification test,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,Theindicatorlight/flashisnotbright/weak,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,TP scratch,0,1,Scanned,Assembly
8/1/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
